,category,date&time,description,link,title
83,economics,"Mon, 18 Jul 2011 20:05:28 GMT","Shares of cigarette companies have rallied over the past one month, with ITC, Godfrey Philips and VST Industries hitting record highs. ",https://economictimes.indiatimes.com/markets/stocks/news/cigarette-companies-price-hikes-with-higher-volumes-hold-promise/articleshow/9277179.cms,Cigarette cos shares outperform benchmark Sensex
84,economics,"Fri, 17 Jun 2011 18:55:28 GMT","Lovable Lingerie is 3rd-best performing stock among companies listed this year, with it doubling in value, as traders bet it could repeat performance of Page Indus.",https://economictimes.indiatimes.com/markets/stocks/news/lovable-lingeries-dream-run-on-as-traders-lap-it-up/articleshow/8894615.cms,Lovable Lingerie's dream run on as traders lap it up
0,sports,"Wed, 22 Nov 2017 17:39:22 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/ashes-smith-and-root-continue-war-of-words-on-series-eve/articleshow/61758962.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61758962.cms"" /></a>The customary photo opportunity may have been the only chance to get a clear image from the entire day.",,"Ashes: Smith and Root, continue war of words on series eve"
1,sports,"Wed, 22 Nov 2017 17:26:24 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/do-lefties-have-an-advantage-in-sports/articleshow/61758727.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61758727.cms"" /></a>Martina Navratilova in tennis or Oscar De La Hoya in boxing, some of the best athletes in history have been portsiders.",,Do lefties have an advantage in sports?
2,sports,"Mon, 20 Nov 2017 07:18:10 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/cheteshwar-pujara-becomes-third-indian-to-bat-on-all-five-days-in-test/articleshow/61721957.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61721957.cms"" /></a>Pujara faced nine balls yesterday and today he added 20 to his overnight total of two, having faced 42 deliveries before being done in by Suranga Lakmal.",,Cheteshwar Pujara becomes third Indian to bat on all five days in Test
3,sports,"Sat, 18 Nov 2017 12:02:07 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/bcci-exploring-ways-to-avoid-pakistan-in-icc-test-league/articleshow/61702415.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61702415.cms"" /></a>According to acting BCCI secretary Amitabh Chaudhury, the board will have to factor in these issues before taking a call.",,BCCI exploring ways to avoid Pakistan in ICC test league
4,sports,"Fri, 17 Nov 2017 10:50:05 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/p-v-sindhu-suffers-shock-defeat-in-china-open/articleshow/61689390.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61689390.cms"" /></a>Sindhu's loss drew curtains on India's campaign at the China Open, following the ouster of Saina Nehwal and H S Prannoy in the prequarterfinals yesterday.",,P V Sindhu suffers shock defeat in China Open
5,sports,"Thu, 16 Nov 2017 17:01:35 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/virat-kohlis-support-for-m-s-dhoni-remarkable-sourav-ganguly/articleshow/61677722.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61677722.cms"" /></a>Ganguly said: ""He's top class cricketer, one of the best India have produced for a long long time. He reaches out, he handles it well.",,Virat Kohli's support for M S Dhoni remarkable: Sourav Ganguly
6,sports,"Mon, 13 Nov 2017 17:52:13 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/why-sebastian-vettels-brazilian-grand-prix-victory-is-a-little-too-late/articleshow/61633811.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61633811.cms"" /></a>Sebastian Vettel’s victory in Sunday’s Brazilian Grand Prix gave the beleaguered Italian outfit a much needed break.",,Why Sebastian Vettel’s Brazilian Grand Prix victory is a little too late
7,sports,"Mon, 13 Nov 2017 17:35:07 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/what-separates-dhonis-final-team-india-days-from-those-of-ganguly/articleshow/61633463.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61633463.cms"" /></a>What Sourav Ganguly had faced a decade ago, Mahendra Singh Dhoni is facing now. But captain’s backing is the difference.",,What separates Dhoni's final Team India days from those of Ganguly
8,sports,"Thu, 09 Nov 2017 17:05:12 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/sehwag-made-a-member-of-nadas-anti-doping-appeal-panel/articleshow/61583634.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61583634.cms"" /></a>Sehwag and Lamba, who played 76 first-class matches for Delhi between 1967 and 1981, are in the six-member panel headed by retired judge R V Easwar.",,Sehwag made a member of NADA's Anti-Doping Appeal Panel
9,sports,"Fri, 27 Oct 2017 08:10:12 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/bcci-reforms-overzealous-may-destroy-cricket-sharad-pawar/articleshow/61266703.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61266703.cms"" /></a>Pawar stepped down as MCA president in 2016 after the SC accepted the Lodha committee's recommendation barring those above 70 years from cricket administration.",,"BCCI reforms overzealous, may destroy cricket: Sharad Pawar"
10,sports,"Wed, 25 Oct 2017 07:49:15 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/bcci-suspends-pune-curator-after-tampering-claims-in-sting/articleshow/61217992.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61217992.cms"" /></a>""Pandurang Salgaoncar has been suspended from the Maharashtra Cricket Association's curator's post with immediate effect,"" BCCI acting Secretary Amitabh Chaudhary said.",,BCCI suspends Pune Curator after tampering claims in sting
11,sports,"Tue, 24 Oct 2017 15:43:29 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/shooters-jitu-rai-heena-sidhu-win-gold-at-world-cup/articleshow/61208007.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61208007.cms"" /></a>Sidhu started the qualification round with a series of 94/100. She scored 96, 95 and 97 in the next three series to register a total of 382 points.",,"Shooters Jitu Rai, Heena Sidhu win gold at World Cup"
12,sports,"Mon, 23 Oct 2017 14:38:43 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/indian-women-boxers-win-five-more-medals-at-balkan-meet/articleshow/61188775.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61188775.cms"" /></a>The country's youth boxers had set the tone on Saturday by sweeping eight medals and also becoming the most successful team in the competition.",,Indian women boxers win five more medals at 'Balkan' meet
13,sports,"Mon, 23 Oct 2017 05:46:56 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/we-defended-well-during-the-final-phase-india-coach-sjoerd-marijne/articleshow/61180763.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61180763.cms"" /></a>""I am really happy how they (the India players) played, they changed the way we defend in the end and that helped us clinch the final,"" Marijne said.",,We defended well during the final phase: India coach Sjoerd Marijne
14,sports,"Sun, 22 Oct 2017 12:17:42 GMT","<a href=""https://economictimes.indiatimes.com/industry/sports/virat-kohli-surpasses-ricky-ponting-with-31st-ton-only-behind-sachin-tendulkar/articleshow/61172744.cms""><img width=""100"" height=""75"" border=""0"" hspace=""10"" align=""left"" src=""https://img.etimg.com/photo/61172744.cms"" /></a>By reaching the three-figure mark, he also became only the third Indian to score an ODI hundred at Wankhede after Tendulkar (1996 against South Africa) and Mohammad Azharuddin.",,"Virat Kohli surpasses Ricky Ponting with 31st ton, only behind Sachin Tendulkar"
